student_id,name,gender,birth_year,grade,major_track,admission_type,source_province,source_region_type,high_school_level,gaokao_score,gaokao_rank_band,family_class_score,father_education,mother_education,father_occupation,mother_occupation,precollege_science_interest,precollege_self_learning,precollege_interdisciplinary,precollege_art_strength,science_competition_level,innovation_competition_role,overseas_exposure,tutoring_years,tutoring_intensity,family_burden_feeling,academic_identity,scientist_aspiration,major_understanding,goal_clarity,resilience_level,critical_thinking,learning_passion,self_discipline,interdisciplinary_willingness,motivation_strength,motivation_intrinsic,motivation_external,motivation_mission,mental_health_score,stress_level,curiosity_score,risk_taking_score,impulsiveness_score,interdisciplinary_association,ai_use_frequency,ai_use_learning,ai_use_research,ai_use_coding,ai_use_creative,has_fixed_mentor,mentor_closeness,mentor_inspiration,mentor_guidance_frequency,peer_support_score,peer_academic_interaction,facility_satisfaction,frontier_exposure,international_exposure,policy_flexibility,evaluation_fairness,innovation_climate,personalized_support,workload_feeling,cross_college_exchange,overall_env_satisfaction,research_participation_level,research_project_count,research_project_score,research_entry_path,research_platform_level,research_depth_score,fdurop_participated,fdurop_gain_score,pnp_used,pnp_helpfulness,aplus_received,aplus_incentive_score,integrated_training_identity,dim_academic_interest,dim_resilience,dim_innovation,dim_learning_motivation,dim_research_engagement,dim_mentorship,dim_environment_satisfaction,dim_mental_health,z_dim_academic_interest,pct_dim_academic_interest,z_dim_resilience,pct_dim_resilience,z_dim_innovation,pct_dim_innovation,z_dim_learning_motivation,pct_dim_learning_motivation,z_dim_research_engagement,pct_dim_research_engagement,z_dim_mentorship,pct_dim_mentorship,z_dim_environment_satisfaction,pct_dim_environment_satisfaction,z_dim_mental_health,pct_dim_mental_health,student_type,student_type_confidence,adjacent_type,risk_psychology,risk_no_mentor,risk_low_interest,risk_low_research,risk_external_driven,risk_low_ai_usage,risk_overload,warning_count,warning_level,risk_psychology_severity,risk_no_mentor_severity,risk_low_interest_severity,risk_low_research_severity,risk_external_driven_severity,risk_low_ai_usage_severity,risk_overload_severity,issue_summary,advice_academic,advice_psychology,advice_skill,advice_resource,advice_path,type_features,benchmark_case
20240183,学生-183,男,2006,3,计算机,强基,广东,直辖市,强省重点,643,前3%,4,大专,博士,公务员/事业单位,企业职员,81.54,78.33,75.23,50.4,31.2,53.0,0,5,39.92,35.13,60.6,74.39,84.3,65.36,57.55,73.68,56.28,68.6,54.38,70.77,54.65,77.25,69.43,44.52,100.0,64.03,62.37,47.28,46.4,64.09,72.64,81.47,77.49,50.2,100,61.84,47.71,72.16,66.06,41.15,69.76,62.07,45.64,52.21,57.99,82.52,50.9,54.93,66.6,59.73,46.75,3,75.0,任课教师,78.73,70.96,100,73.15,100,35.36,0,67.84,64.65,67.34,57.82,55.88,61.26,71.07,64.19,60.71,41.68,0.3013,63.18,-0.92,16.82,-1.3016,11.36,-0.4081,34.55,1.1492,85.45,0.5117,60.45,0.144,55.45,-1.0429,16.36,压力应对型,48.5,科研驱动型,1,0,0,0,1,0,0,2,yellow,yellow,none,none,none,yellow,none,none,心理健康与压力状态需要优先关注；学习动力偏外部驱动,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240184,学生-184,男,2003,1,物理,综评,安徽,县城,普通重点,665,前5‰,9,高中及以下,本科,教师/科研,个体经营,65.52,87.8,47.54,65.01,32.85,50.8,100,0,53.32,49.73,71.13,61.31,68.38,66.79,79.55,53.96,54.68,69.69,57.02,66.41,62.22,75.55,52.88,71.38,49.5,88.21,51.33,32.76,62.95,52.27,56.15,50.01,22.46,78.32,100,50.37,71.38,60.04,58.5,79.01,68.28,55.16,56.03,55.69,53.31,57.52,41.61,88.87,44.62,55.67,39.79,0,0.0,任课教师,42.33,1.87,0,53.84,0,65.09,0,34.65,57.47,64.5,65.17,65.2,58.83,24.48,65.64,54.1,54.86,-0.2356,41.36,0.2905,60.0,0.3849,64.55,-0.8594,18.18,-1.7572,1.82,0.6065,64.09,-1.611,6.36,0.6213,71.36,均衡发展型,48.8,竞赛转型型,0,0,0,1,0,0,1,2,yellow,none,none,none,yellow,none,none,yellow,科研参与深度不足；学业负担感偏高,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240185,学生-185,女,2005,2,生物,强基,香港,地级市,强省重点,698,前5‰,8,本科,博士,公务员/事业单位,企业职员,88.7,64.12,64.86,43.24,80.02,54.33,0,6,63.34,32.72,64.02,59.17,56.56,67.31,65.44,66.94,69.9,99.89,71.58,84.8,65.65,97.35,63.09,55.8,65.83,58.87,62.64,54.5,69.58,75.48,77.02,63.2,28.1,47.07,100,43.44,67.2,53.04,68.01,64.58,67.83,58.62,47.24,69.79,69.51,65.61,56.54,40.49,69.57,52.1,52.83,1,25.0,任课教师,53.2,48.8,0,64.47,0,83.03,0,55.86,45.47,63.76,71.54,62.12,66.7,43.44,63.57,62.97,52.65,-0.3755,33.64,1.3395,93.18,-0.1725,43.64,0.6023,72.73,-0.5744,32.27,0.4712,59.09,0.744,76.36,0.3422,62.27,竞赛转型型,48.8,均衡发展型,1,0,0,0,0,0,0,1,green,green,none,none,none,none,none,none,心理健康与压力状态需要优先关注,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议持续关注学堂资源、导师机会与跨学科平台。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240186,学生-186,男,2004,1,计算机,强基,黑龙江,省会城市,普通重点,685,前1%,3,大专,本科,教师/科研,企业职员,71.63,91.25,34.24,51.83,49.96,55.0,0,2,63.95,40.63,73.47,69.79,57.97,31.27,64.14,68.02,83.05,71.31,76.26,83.86,60.95,80.67,70.72,64.7,76.66,82.33,63.16,34.62,46.94,80.22,86.24,58.81,70.17,41.02,100,54.9,86.44,47.08,66.69,55.38,60.5,75.44,39.97,68.87,64.99,52.78,54.08,63.56,51.13,48.84,20.48,2,50.0,尚未进入,17.46,36.71,100,44.96,100,54.71,0,42.73,57.53,63.78,65.28,61.91,64.4,40.88,68.44,57.11,52.4,-0.3718,34.09,0.3086,60.45,-0.2105,42.05,0.1751,55.45,-0.7341,26.36,0.7895,73.18,-0.8118,20.45,0.3107,59.55,均衡发展型,47.6,压力应对型,1,0,1,1,0,0,0,3,yellow,yellow,none,yellow,yellow,none,none,none,心理健康与压力状态需要优先关注；学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240187,学生-187,女,2003,1,物理,竞赛,辽宁,省会城市,普通重点,695,前1%,5,本科,硕士,企业职员,公务员/事业单位,67.97,82.44,55.03,40.48,65.13,54.88,0,0,53.28,21.9,48.74,57.26,86.27,63.58,51.36,77.87,62.74,50.52,74.57,91.97,32.72,88.27,60.25,88.91,68.69,44.22,54.03,57.51,64.6,47.33,62.5,56.95,22.45,46.77,0,62.03,24.91,28.99,53.52,43.5,71.61,58.61,58.43,69.92,49.57,57.58,57.35,52.36,86.52,64.8,18.54,0,0.0,导师,56.53,43.03,0,66.05,0,58.92,0,60.26,64.03,64.13,56.58,55.84,59.11,30.01,36.47,63.1,64.58,-0.3056,36.82,-1.1242,12.73,-1.3088,10.45,-0.8074,21.36,-1.4122,6.36,-1.3001,17.73,0.7785,77.27,1.8485,97.73,竞赛转型型,48.9,均衡发展型,1,0,0,1,1,0,0,3,red,green,none,none,yellow,yellow,none,none,心理健康与压力状态需要优先关注；科研参与深度不足；学习动力偏外部驱动,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议持续关注学堂资源、导师机会与跨学科平台。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240188,学生-188,女,2006,2,生物,统招,吉林,县城,顶尖,657,前1‰,3,本科,博士,教师/科研,公务员/事业单位,71.7,61.5,52.41,45.37,28.4,54.03,0,5,43.55,41.43,53.52,46.25,74.98,60.9,64.6,68.2,57.58,52.58,86.94,50.52,56.92,62.62,52.72,66.42,91.05,77.11,83.21,48.68,66.89,59.99,74.82,58.71,20.57,15.09,0,57.9,29.7,23.1,63.99,46.44,64.4,44.41,45.83,69.73,56.42,56.51,35.9,66.95,75.8,65.12,10.69,1,25.0,任课教师,72.55,40.36,100,65.38,0,63.65,0,31.87,58.33,61.09,55.96,69.46,54.01,43.56,33.9,57.25,50.04,-0.8804,20.45,-1.2263,10.0,1.1557,86.82,-1.7546,4.55,-0.5669,33.18,-1.4681,9.55,-0.7746,21.59,0.0127,45.91,压力应对型,49.5,均衡发展型,1,1,1,1,0,0,0,4,red,yellow,red,yellow,red,none,none,none,心理健康与压力状态需要优先关注；尚未建立稳定导师支持关系；学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。 建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240189,学生-189,女,2004,3,物理,竞赛,湖北,省会城市,顶尖,615,前5‰,9,硕士,本科,公务员/事业单位,教师/科研,54.42,62.14,67.39,74.69,91.34,48.47,0,2,60.06,45.5,99.85,47.78,81.77,77.21,57.95,62.9,69.55,83.45,67.18,79.76,89.81,67.86,50.64,39.49,87.07,89.76,57.0,44.33,67.38,53.76,91.95,55.06,25.8,64.21,0,44.32,28.73,26.01,75.45,76.1,63.62,61.39,39.72,59.95,73.39,61.95,37.3,68.25,46.0,89.48,59.58,3,75.0,FDUROP,56.11,83.64,0,71.52,0,59.5,0,32.97,36.75,75.2,62.28,68.99,71.91,59.41,33.8,60.73,39.24,1.7874,95.91,-0.1855,41.82,1.0706,85.45,1.5699,94.55,0.4218,68.64,-1.4747,9.09,0.1493,55.91,-1.3509,10.0,压力应对型,77.7,竞赛转型型,1,1,0,0,0,0,1,3,red,red,red,none,none,none,none,yellow,心理健康与压力状态需要优先关注；尚未建立稳定导师支持关系；学业负担感偏高,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。 建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240190,学生-190,男,2004,2,计算机,统招,辽宁,农村,强省重点,694,前1%,6,本科,博士,工人/服务业,个体经营,88.65,61.62,72.51,31.75,41.74,64.4,0,6,46.28,56.5,69.36,44.11,58.41,57.47,90.07,64.1,61.57,79.43,56.69,67.83,57.21,44.16,62.37,53.69,56.34,42.32,48.94,55.93,57.4,76.89,62.88,37.61,65.58,70.44,0,33.52,48.27,38.51,58.0,38.58,83.02,67.52,58.94,82.04,42.57,74.04,50.75,61.19,57.59,53.48,85.23,3,75.0,FDUROP,35.34,17.8,0,81.05,0,58.33,0,43.74,64.47,58.0,73.17,52.3,61.27,49.1,36.04,62.33,47.98,-1.4646,5.91,1.6079,95.91,-1.9493,2.27,-0.4062,35.0,-0.2213,45.45,-1.3283,15.45,0.5741,71.14,-0.2474,39.09,均衡发展型,46.0,压力应对型,0,1,1,1,0,0,0,3,yellow,none,yellow,yellow,yellow,none,none,none,尚未建立稳定导师支持关系；学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议继续提升学习工具与研究方法的使用效率。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。 建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240191,学生-191,男,2003,3,物理,强基,天津,直辖市,普通重点,651,前5‰,5,高中及以下,本科,企业职员,工人/服务业,62.5,72.8,61.31,29.8,54.49,57.13,0,6,56.55,9.39,60.0,58.27,91.86,53.02,66.1,60.4,100.0,56.59,59.31,88.46,46.79,68.37,42.16,48.85,74.2,91.53,83.75,55.69,64.8,53.06,69.01,46.06,28.49,56.2,100,65.51,68.56,66.28,72.16,36.69,60.16,69.89,29.0,72.06,68.34,50.75,58.13,68.9,48.68,60.12,100.0,2,50.0,尚未进入,28.31,72.07,0,42.59,100,38.13,0,67.01,50.06,68.86,63.28,73.82,62.21,57.38,69.61,58.62,47.48,0.5887,72.73,-0.0208,51.82,1.9446,97.27,-0.2317,43.18,0.2952,64.55,0.866,77.73,-0.4109,36.36,-0.3105,37.27,均衡发展型,77.2,科研驱动型,1,0,0,0,0,0,0,1,green,green,none,none,none,none,none,none,心理健康与压力状态需要优先关注,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240192,学生-192,女,2004,1,计算机,强基,天津,省会城市,普通重点,641,前5‰,9,硕士,高中及以下,公务员/事业单位,工人/服务业,71.59,70.02,72.88,43.99,55.95,68.54,100,2,46.59,46.05,56.66,44.11,46.84,49.82,73.06,68.52,84.19,53.08,70.61,74.01,70.76,71.86,47.0,44.37,87.93,93.2,51.34,36.61,42.44,71.28,62.38,50.87,49.78,31.55,0,19.53,35.8,25.96,63.77,60.94,52.15,77.2,76.53,77.3,64.39,63.58,59.37,45.88,74.84,80.77,23.41,1,25.0,任课教师,65.28,16.59,100,58.1,100,47.79,0,39.95,57.44,55.85,62.73,60.36,62.91,39.36,30.93,67.36,39.66,-1.8711,3.64,-0.1114,44.77,-0.4909,32.73,-0.1017,48.18,-0.8289,22.73,-1.6623,5.45,1.9095,97.73,-1.2979,10.91,压力应对型,78.1,均衡发展型,1,0,1,1,0,0,0,3,red,red,none,yellow,yellow,none,none,none,心理健康与压力状态需要优先关注；学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240193,学生-193,女,2006,3,化学,统招,浙江,省会城市,普通重点,653,前1%,4,硕士,本科,工人/服务业,公务员/事业单位,62.3,83.29,61.79,36.25,56.31,50.11,100,5,54.01,40.18,79.38,64.12,82.68,70.42,42.92,47.8,40.86,72.8,64.61,68.82,65.38,35.85,69.37,47.55,63.51,70.55,58.13,29.88,79.2,67.82,84.33,53.93,14.37,46.68,0,52.18,51.63,55.22,77.8,65.43,86.05,56.41,45.09,68.13,63.15,63.48,43.05,74.72,53.72,68.95,32.86,4,100.0,任课教师,65.66,68.94,0,64.07,0,28.38,100,35.96,53.66,69.21,50.23,63.28,64.69,57.76,45.43,60.02,47.23,0.6549,74.55,-2.1699,1.82,0.0374,51.36,0.2289,57.95,0.3189,65.45,-0.7145,32.5,-0.0392,48.64,-0.3421,35.23,均衡发展型,74.5,科研驱动型,0,1,0,1,0,0,0,2,yellow,none,red,none,yellow,none,none,none,尚未建立稳定导师支持关系；科研参与深度不足,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议继续提升学习工具与研究方法的使用效率。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240194,学生-194,女,2005,2,生物,强基,台湾,县城,强省重点,645,前1%,6,大专,大专,工人/服务业,个体经营,51.29,75.86,66.37,65.98,67.97,46.68,0,3,62.17,57.73,58.41,77.95,58.28,72.63,68.99,77.33,78.28,74.34,51.45,71.3,63.62,78.45,54.09,52.81,52.43,48.37,47.4,51.83,50.09,66.07,63.04,31.88,49.43,51.77,100,48.81,63.29,50.72,73.97,59.33,68.5,39.75,66.85,69.79,62.08,88.83,74.35,54.11,78.64,71.3,33.12,0,0.0,FDUROP,46.52,59.43,100,29.25,0,63.05,0,49.06,48.71,66.54,71.27,49.54,64.05,43.19,65.7,68.72,53.38,0.1501,56.82,1.295,91.36,-2.4487,0.45,0.1101,53.18,-0.59,31.82,0.6104,65.0,2.2706,100.0,0.4344,66.36,均衡发展型,46.1,竞赛转型型,0,0,0,1,0,0,0,1,green,none,none,none,yellow,none,none,none,科研参与深度不足,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240195,学生-195,女,2003,4,数学,统招,天津,农村,顶尖,667,前5‰,4,硕士,本科,个体经营,公务员/事业单位,72.53,54.02,75.33,53.73,19.73,59.09,0,2,63.53,22.85,56.29,69.9,100.0,62.59,93.85,70.46,71.06,57.28,76.58,78.25,65.73,23.45,49.52,83.91,78.0,81.46,66.25,50.31,73.0,89.1,82.2,75.43,16.62,36.97,100,73.39,55.16,76.85,71.03,39.91,62.78,59.81,62.66,67.09,55.75,73.88,54.27,64.81,72.29,48.33,91.72,1,25.0,任课教师,75.76,85.19,0,90.87,0,69.07,0,34.97,80.26,71.82,69.55,69.3,66.34,66.93,69.75,60.57,62.88,1.1483,88.18,1.0118,87.27,1.1267,86.36,0.5354,70.45,0.8909,78.18,0.8751,78.18,0.1068,54.09,1.6339,95.91,均衡发展型,92.6,科研驱动型,1,0,0,0,0,0,0,1,green,yellow,none,none,none,none,none,none,心理健康与压力状态需要优先关注,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240196,学生-196,女,2005,3,计算机,综评,内蒙古,省会城市,普通重点,671,前1%,5,大专,本科,个体经营,教师/科研,80.12,70.12,64.27,71.57,45.65,46.87,0,4,34.09,54.04,53.65,59.64,61.26,60.37,75.24,44.03,65.51,80.76,54.35,81.95,78.47,46.15,66.7,58.27,78.94,83.04,68.33,38.48,79.42,72.98,58.14,74.94,67.54,33.52,0,22.86,41.08,61.87,56.58,51.25,83.12,62.05,30.12,64.61,51.03,65.7,49.19,53.69,61.57,65.93,21.24,1,25.0,尚未进入,64.29,58.82,0,74.07,0,61.51,0,63.97,72.44,58.92,62.92,67.44,71.38,42.55,36.34,60.94,45.41,-1.2906,10.45,-0.0801,46.82,0.7902,78.64,1.4714,93.18,-0.6299,30.0,-1.3086,16.82,0.205,56.36,-0.5719,26.82,压力应对型,48.6,竞赛转型型,1,1,1,1,0,0,1,5,yellow,yellow,red,yellow,yellow,none,none,yellow,心理健康与压力状态需要优先关注；尚未建立稳定导师支持关系；学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。 建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240197,学生-197,男,2005,1,物理,强基,江西,地级市,普通重点,666,前5‰,4,博士,大专,个体经营,工人/服务业,94.09,80.96,73.02,50.36,41.06,70.15,0,4,43.02,34.73,69.18,86.16,59.5,46.72,85.88,58.16,57.47,52.14,63.11,62.29,64.87,28.47,55.12,61.71,64.52,63.45,55.14,47.95,49.0,84.07,50.41,52.07,3.55,48.99,100,53.25,61.71,43.93,74.79,64.16,61.89,68.24,44.28,74.83,38.88,56.33,56.34,88.53,38.11,69.69,35.66,1,25.0,任课教师,38.06,19.99,0,36.49,0,37.9,0,53.37,78.48,64.78,62.67,55.86,59.27,28.02,63.42,56.8,50.77,-0.1827,42.73,-0.1212,43.64,-1.3052,10.91,-0.7777,22.27,-1.5363,4.09,0.4614,57.27,-0.8941,18.64,0.1048,54.09,均衡发展型,46.4,压力应对型,0,0,0,1,0,0,1,2,yellow,none,none,none,yellow,none,none,yellow,科研参与深度不足；学业负担感偏高,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240198,学生-198,女,2003,2,生物,强基,河北,县城,普通重点,654,前3%,6,本科,本科,企业职员,个体经营,76.75,87.28,68.8,49.46,46.37,61.06,0,4,45.0,54.57,77.21,52.25,54.05,72.0,76.04,61.13,75.22,71.95,72.06,75.06,70.72,71.86,69.01,60.56,71.65,61.32,51.03,61.7,52.28,51.18,57.36,72.62,20.25,55.38,0,49.19,47.1,38.17,69.8,54.75,78.82,57.48,67.94,60.86,64.06,75.47,42.69,100.0,50.33,62.21,38.27,0,0.0,导师,78.85,42.41,100,68.08,100,70.34,0,56.15,77.11,66.36,66.89,58.12,69.58,47.88,39.89,62.67,46.21,0.116,53.86,0.5737,73.18,-0.8962,21.36,1.1371,85.45,-0.2974,42.73,-1.0766,24.09,0.6643,73.86,-0.4709,31.82,压力应对型,46.3,均衡发展型,1,1,0,1,0,0,1,4,yellow,green,yellow,none,yellow,none,none,yellow,心理健康与压力状态需要优先关注；尚未建立稳定导师支持关系；科研参与深度不足；学业负担感偏高,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240199,学生-199,男,2006,1,物理,统招,广东,地级市,一般,661,前3%,9,硕士,本科,个体经营,工人/服务业,72.67,51.73,77.45,53.17,68.29,62.77,0,3,61.4,49.17,84.22,60.86,52.73,64.23,66.69,76.67,54.9,92.63,53.1,71.74,70.04,98.34,53.49,58.67,63.88,72.95,67.72,47.19,54.18,57.8,62.39,36.12,18.53,40.66,100,51.54,59.63,63.86,77.5,65.14,91.76,58.59,47.72,55.48,59.75,74.05,52.14,67.89,41.17,61.21,49.41,0,0.0,任课教师,42.75,62.54,100,39.05,0,72.28,0,38.43,70.42,63.65,70.4,60.23,60.41,48.64,65.49,60.95,52.67,-0.3963,32.27,1.1518,89.09,-0.5144,30.91,-0.566,27.27,-0.25,44.55,0.5967,63.18,0.2077,56.82,0.3447,62.73,均衡发展型,82.2,科研驱动型,0,0,0,0,0,0,0,0,none,none,none,none,none,none,none,none,当前整体状态稳定，可继续保持。,建议保持当前学术节奏，并在已有优势维度上继续深化。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
